usertype,postal code,id,gamma_u,c_u,user_id,number_of_trips
Customer,08691,8880,1500,0.2,8880,1
Customer,08701,8881,250,1.0,8881,1
Customer,08701,8882,750,0.2,8882,1
Customer,08721,8883,250,0.5,8883,1
Customer,08723,8884,500,0.2,8884,1
Customer,08723,8885,250,1.0,8885,1
Customer,08723,8886,750,1.0,8886,1
Customer,08723,8887,0,0.2,8887,1
Customer,08723,8888,0,0.0,8888,1
Customer,08723,8889,250,0.5,8889,1
Customer,08724,8890,1500,0.1,8890,1
Customer,08724,8891,750,0.5,8891,1
Customer,08724,8892,250,0.2,8892,1
Customer,08724,8893,750,0.5,8893,1
Customer,08724,8894,1500,1.0,8894,1
Customer,08730,8895,250,1.0,8895,1
Customer,08730,8896,250,0.5,8896,1
Customer,08736,8897,750,0.2,8897,1
Customer,08736,8898,250,1.0,8898,1
Customer,08736,8899,500,0.2,8899,1
Customer,08736,8900,750,0.5,8900,1
Customer,08736,8901,1000,0.1,8901,1
Customer,08736,8902,500,0.2,8902,1
Customer,08736,8903,250,0.1,8903,1
Customer,08736,8904,750,1.0,8904,1
Customer,08742,8905,1000,0.0,8905,2
Customer,08742,8906,250,0.1,8906,2
Customer,08742,8907,250,0.1,8907,2
Customer,08742,8908,250,1.0,8908,2
Customer,08742,8909,1000,1.5,8909,1
Customer,08742,8910,250,0.2,8910,1
Customer,08742,8911,500,0.5,8911,1
Customer,08742,8912,750,0.1,8912,1
Customer,08742,8913,500,0.5,8913,1
Customer,08742,8914,250,0.5,8914,1
Customer,08750,8915,1000,0.5,8915,1
Customer,08753,8916,500,0.5,8916,3
Customer,08753,8917,250,0.1,8917,3
Customer,08753,8918,1000,0.1,8918,3
Customer,08753,8919,250,0.5,8919,3
Customer,08753,8920,1000,0.2,8920,3
Customer,08753,8921,1000,0.5,8921,3
Customer,08753,8922,250,0.0,8922,3
Customer,08753,8923,750,0.1,8923,3
Customer,08753,8924,1500,0.5,8924,2
Customer,08753,8925,750,1.0,8925,2
Customer,08755,8926,2000,0.0,8926,1
Customer,08755,8927,2000,0.5,8927,1
Customer,08805,8928,250,0.2,8928,1
Customer,08807,8929,250,0.5,8929,2
Customer,08807,8930,0,0.5,8930,2
Customer,08807,8931,0,1.0,8931,2
Customer,08807,8932,1500,0.5,8932,2
Customer,08807,8933,500,0.0,8933,2
Customer,08807,8934,1000,0.5,8934,2
Customer,08807,8935,1500,0.1,8935,2
Customer,08807,8936,250,0.0,8936,2
Customer,08807,8937,250,0.1,8937,1
Customer,08807,8938,1000,0.0,8938,1
Customer,08809,8939,500,0.1,8939,1
Customer,08809,8940,1500,0.5,8940,1
Customer,08810,8941,250,2.0,8941,1
Customer,08812,8942,1500,2.0,8942,1
Customer,08812,8943,250,0.2,8943,1
Customer,08812,8944,1500,0.1,8944,1
Customer,08812,8945,1000,1.5,8945,1
Customer,08812,8946,750,1.5,8946,1
Customer,08812,8947,500,0.1,8947,1
Customer,08812,8948,250,1.5,8948,1
Customer,08812,8949,250,0.0,8949,1
Customer,08812,8950,750,0.0,8950,1
Customer,08812,8951,750,0.2,8951,1
Customer,08816,8952,250,2.0,8952,5
Customer,08816,8953,250,0.2,8953,4
Customer,08816,8954,500,2.0,8954,4
Customer,08816,8955,500,0.5,8955,4
Customer,08816,8956,2000,1.0,8956,4
Customer,08816,8957,500,0.2,8957,4
Customer,08816,8958,0,0.5,8958,4
Customer,08816,8959,1500,0.0,8959,4
Customer,08816,8960,2000,1.0,8960,4
Customer,08816,8961,500,0.1,8961,4
Customer,08817,8962,1000,0.5,8962,3
Customer,08817,8963,250,0.5,8963,3
Customer,08817,8964,500,0.0,8964,3
Customer,08817,8965,500,0.2,8965,2
Customer,08817,8966,750,1.5,8966,2
Customer,08817,8967,250,0.2,8967,2
Customer,08817,8968,0,0.0,8968,2
Customer,08817,8969,250,1.5,8969,2
Customer,08817,8970,1500,1.5,8970,2
Customer,08817,8971,250,0.1,8971,2
Customer,08820,8972,1000,0.2,8972,1
Customer,08820,8973,250,1.0,8973,1
Customer,08820,8974,250,0.1,8974,1
Customer,08820,8975,500,0.5,8975,1
Customer,08820,8976,500,1.0,8976,1
Customer,08822,8977,250,0.0,8977,2
Customer,08822,8978,500,1.5,8978,2
Customer,08822,8979,1000,0.0,8979,2
Customer,08822,8980,500,1.0,8980,2
Customer,08822,8981,250,0.5,8981,1
Customer,08822,8982,750,1.0,8982,1
Customer,08822,8983,500,1.0,8983,1
Customer,08822,8984,500,0.1,8984,1
Customer,08822,8985,0,0.1,8985,1
Customer,08822,8986,250,0.1,8986,1
Customer,08823,8987,500,0.2,8987,4
Customer,08823,8988,0,0.0,8988,4
Customer,08823,8989,1500,0.1,8989,4
Customer,08823,8990,1500,1.0,8990,3
Customer,08823,8991,1500,0.1,8991,3
Customer,08823,8992,250,0.5,8992,3
Customer,08823,8993,250,1.0,8993,3
Customer,08823,8994,2000,0.1,8994,3
Customer,08823,8995,500,0.1,8995,3
Customer,08823,8996,1000,1.5,8996,3
Customer,08824,8997,500,0.2,8997,3
Customer,08824,8998,250,0.2,8998,3
Customer,08824,8999,500,1.5,8999,3
Customer,08824,9000,1000,0.1,9000,3
Customer,08824,9001,750,0.0,9001,3
Customer,08824,9002,1000,0.2,9002,3
Customer,08824,9003,1000,0.5,9003,3
Customer,08824,9004,250,1.5,9004,3
Customer,08824,9005,250,0.5,9005,3
Customer,08824,9006,250,0.5,9006,2
Customer,08826,9007,750,0.1,9007,1
Customer,08826,9008,750,1.5,9008,1
Customer,08826,9009,0,1.0,9009,1
Customer,08826,9010,750,0.1,9010,1
Customer,08826,9011,1000,0.0,9011,1
Customer,08826,9012,500,0.1,9012,1
Customer,08827,9013,1500,0.2,9013,1
Customer,08827,9014,0,0.1,9014,1
Customer,08830,9015,250,1.5,9015,1
Customer,08830,9016,1000,0.1,9016,1
Customer,08831,9017,500,0.5,9017,1
Customer,08831,9018,1000,1.5,9018,1
Customer,08831,9019,0,0.5,9019,1
Customer,08831,9020,750,1.0,9020,1
Customer,08831,9021,750,2.0,9021,1
Customer,08831,9022,750,0.5,9022,1
Customer,08833,9023,250,1.5,9023,2
Customer,08833,9024,500,0.2,9024,2
Customer,08833,9025,1000,0.1,9025,2
Customer,08833,9026,0,0.1,9026,1
Customer,08833,9027,500,1.0,9027,1
Customer,08833,9028,1000,0.1,9028,1
Customer,08833,9029,250,0.1,9029,1
Customer,08833,9030,250,0.5,9030,1
Customer,08833,9031,250,2.0,9031,1
Customer,08833,9032,750,0.1,9032,1
Customer,08835,9033,1000,0.5,9033,1
Customer,08835,9034,0,0.1,9034,1
Customer,08837,9035,750,0.1,9035,1
Customer,08837,9036,250,0.5,9036,1
Customer,08837,9037,250,0.2,9037,1
Customer,08840,9038,250,0.1,9038,1
Customer,08840,9039,500,1.0,9039,1
Customer,08840,9040,1000,1.0,9040,1
Customer,08840,9041,750,1.5,9041,1
Customer,08840,9042,0,1.0,9042,1
Customer,08840,9043,750,0.5,9043,1
Customer,08840,9044,500,0.2,9044,1
Customer,08840,9045,250,0.5,9045,1
Customer,08840,9046,250,2.0,9046,1
Customer,08840,9047,1000,0.0,9047,1
Customer,08844,9048,0,0.5,9048,2
Customer,08844,9049,500,0.2,9049,2
Customer,08844,9050,1000,0.2,9050,1
Customer,08844,9051,500,0.2,9051,1
Customer,08844,9052,750,0.5,9052,1
Customer,08844,9053,250,0.1,9053,1
Customer,08844,9054,500,0.5,9054,1
Customer,08844,9055,0,0.1,9055,1
Customer,08844,9056,500,0.5,9056,1
Customer,08844,9057,250,1.0,9057,1
Customer,08850,9058,1000,0.2,9058,1
Customer,08850,9059,250,0.1,9059,1
Customer,08850,9060,750,0.0,9060,1
Customer,08850,9061,1500,0.2,9061,1
Customer,08850,9062,0,1.0,9062,1
Customer,08850,9063,500,0.1,9063,1
Customer,08850,9064,1500,0.0,9064,1
Customer,08850,9065,1000,0.5,9065,1
Customer,08852,9066,750,0.5,9066,1
Customer,08852,9067,2000,0.1,9067,1
Customer,08852,9068,0,0.2,9068,1
Customer,08852,9069,750,1.0,9069,1
Customer,08852,9070,1000,0.5,9070,1
Customer,08853,9071,1000,0.5,9071,1
Customer,08853,9072,1000,0.1,9072,1
Customer,08853,9073,1000,1.5,9073,1
Customer,08853,9074,1000,0.1,9074,1
Customer,08854,9075,0,0.1,9075,2
Customer,08854,9076,250,0.5,9076,2
Customer,08854,9077,250,0.1,9077,1
Customer,08854,9078,2000,0.2,9078,1
Customer,08854,9079,750,0.2,9079,1
Customer,08854,9080,1000,1.0,9080,1
Customer,08854,9081,1500,0.1,9081,1
Customer,08854,9082,250,1.0,9082,1
Customer,08854,9083,500,0.1,9083,1
Customer,08854,9084,1500,0.2,9084,1
Customer,08857,9085,500,0.0,9085,1
Customer,08857,9086,750,0.1,9086,1
Customer,08857,9087,500,0.1,9087,1
Customer,08857,9088,0,0.1,9088,1
Customer,08857,9089,1500,0.2,9089,1
Customer,08857,9090,250,0.5,9090,1
Customer,08857,9091,750,0.0,9091,1
Customer,08859,9092,0,0.0,9092,1
Customer,08859,9093,500,1.0,9093,1
Customer,08859,9094,250,0.1,9094,1
Customer,08859,9095,250,0.5,9095,1
Customer,08859,9096,750,0.0,9096,1
Customer,08859,9097,500,1.5,9097,1
Customer,08859,9098,1000,0.2,9098,1
Customer,08859,9099,500,1.5,9099,1
Customer,08859,9100,750,0.0,9100,1
Customer,08860,9101,0,1.0,9101,1
Customer,08863,9102,500,0.5,9102,1
Customer,08869,9103,250,0.2,9103,1
Customer,08869,9104,250,2.0,9104,1
Customer,08872,9105,250,0.2,9105,1
Customer,08872,9106,250,0.2,9106,1
Customer,08872,9107,1000,0.5,9107,1
Customer,08872,9108,1000,1.0,9108,1
Customer,08873,9109,1000,0.2,9109,2
Customer,08873,9110,0,1.5,9110,2
Customer,08873,9111,500,1.5,9111,2
Customer,08873,9112,1500,0.1,9112,2
Customer,08873,9113,500,0.1,9113,2
Customer,08873,9114,0,1.0,9114,2
Customer,08873,9115,250,0.1,9115,2
Customer,08873,9116,1000,0.2,9116,1
Customer,08873,9117,1000,0.1,9117,1
Customer,08873,9118,750,1.5,9118,1
Customer,08876,9119,250,0.2,9119,3
Customer,08876,9120,250,0.2,9120,3
Customer,08876,9121,750,0.1,9121,3
Customer,08876,9122,1500,2.0,9122,2
Customer,08876,9123,0,0.2,9123,2
Customer,08876,9124,250,0.1,9124,2
Customer,08876,9125,750,1.0,9125,2
Customer,08876,9126,1500,2.0,9126,2
Customer,08876,9127,250,0.5,9127,2
Customer,08876,9128,0,0.1,9128,2
Customer,08879,9129,750,2.0,9129,1
Customer,08879,9130,500,1.0,9130,1
Customer,08879,9131,1000,0.1,9131,1
Customer,08879,9132,750,0.2,9132,1
Customer,08882,9133,750,0.5,9133,1
Customer,08882,9134,250,0.5,9134,1
Customer,08882,9135,0,0.2,9135,1
Customer,08882,9136,750,0.5,9136,1
Customer,08882,9137,1500,0.2,9137,1
Customer,08889,9138,500,0.5,9138,1
Customer,08889,9139,250,0.5,9139,1
Customer,08889,9140,500,0.2,9140,1
Customer,08901,9141,250,1.0,9141,1
Customer,08901,9142,250,1.0,9142,1
Customer,08901,9143,750,0.1,9143,1
Customer,08901,9144,2000,1.5,9144,1
Customer,08901,9145,750,0.2,9145,1
Customer,08901,9146,750,1.0,9146,1
Customer,08901,9147,250,1.0,9147,1
Customer,08901,9148,0,1.5,9148,1
Customer,08902,9149,250,0.0,9149,1
Customer,08902,9150,750,1.0,9150,1
Customer,08902,9151,2000,0.1,9151,1
Customer,08902,9152,750,0.5,9152,1
Customer,08902,9153,1000,0.5,9153,1
Customer,08902,9154,1000,1.0,9154,1
Customer,08902,9155,2000,0.1,9155,1
Customer,08904,9156,500,0.0,9156,1
Customer,08904,9157,1500,1.0,9157,1
Customer,08904,9158,1500,0.1,9158,1
Customer,08904,9159,500,0.2,9159,1
Customer,08912,9160,2000,0.5,9160,1
Customer,08912,9161,250,1.0,9161,1
Customer,08912,9162,0,0.1,9162,1
Customer,08980,9163,1500,0.2,9163,1
Customer,08980,9164,500,0.5,9164,1
Customer,08980,9165,250,2.0,9165,1
Customer,10000,9166,500,0.1,9166,4
Customer,10000,9167,500,0.2,9167,3
Customer,10000,9168,250,1.0,9168,3
Customer,10000,9169,2000,1.0,9169,3
Customer,10000,9170,250,0.1,9170,3
Customer,10000,9171,750,0.0,9171,3
Customer,10000,9172,750,0.5,9172,3
Customer,10000,9173,250,0.1,9173,3
Customer,10000,9174,500,0.5,9174,3
Customer,10000,9175,250,1.0,9175,3
Customer,10001,9176,500,0.0,9176,6
Customer,10001,9177,2000,0.2,9177,6
Customer,10001,9178,1500,0.5,9178,6
Customer,10001,9179,750,0.1,9179,6
Customer,10001,9180,500,0.5,9180,6
Customer,10001,9181,250,0.1,9181,5
Customer,10001,9182,750,0.0,9182,5
Customer,10001,9183,500,0.2,9183,5
Customer,10001,9184,500,0.2,9184,5
Customer,10001,9185,2000,1.0,9185,5
Customer,10002,9186,2000,0.2,9186,3
Customer,10002,9187,250,0.0,9187,3
Customer,10002,9188,750,0.5,9188,3
Customer,10002,9189,500,0.5,9189,3
Customer,10002,9190,500,1.0,9190,3
Customer,10002,9191,250,0.2,9191,3
Customer,10002,9192,750,1.5,9192,3
Customer,10002,9193,250,0.2,9193,3
Customer,10002,9194,500,0.0,9194,3
Customer,10002,9195,250,1.5,9195,3
Customer,100025,9196,500,0.2,9196,1
Customer,100025,9197,2000,0.5,9197,1
Customer,100025,9198,250,1.5,9198,1
Customer,100025,9199,750,0.2,9199,1
Customer,10003,9200,1000,0.5,9200,8
Customer,10003,9201,0,0.5,9201,8
Customer,10003,9202,1000,0.0,9202,8
Customer,10003,9203,1000,0.2,9203,8
Customer,10003,9204,1500,0.5,9204,8
Customer,10003,9205,500,0.2,9205,8
Customer,10003,9206,250,0.1,9206,8
Customer,10003,9207,500,0.2,9207,8
Customer,10003,9208,750,2.0,9208,8
Customer,10003,9209,250,0.1,9209,8
Customer,10004,9210,1500,1.5,9210,2
Customer,10004,9211,1000,1.0,9211,2
Customer,10004,9212,0,1.0,9212,2
Customer,10004,9213,500,0.0,9213,2
Customer,10004,9214,250,0.2,9214,2
Customer,10004,9215,750,0.1,9215,2
Customer,10004,9216,250,0.1,9216,1
Customer,10004,9217,750,0.5,9217,1
Customer,10004,9218,250,0.2,9218,1
Customer,10004,9219,750,0.2,9219,1
Customer,10005,9220,500,0.1,9220,3
Customer,10005,9221,750,1.5,9221,3
Customer,10005,9222,500,1.0,9222,3
Customer,10005,9223,1000,0.5,9223,3
Customer,10005,9224,500,0.1,9224,3
Customer,10005,9225,250,0.1,9225,3
Customer,10005,9226,500,0.5,9226,3
Customer,10005,9227,1500,2.0,9227,3
Customer,10005,9228,250,0.5,9228,2
Customer,10005,9229,500,1.5,9229,2
Customer,10007,9230,500,0.5,9230,1
Customer,10007,9231,1000,0.2,9231,1
Customer,10007,9232,2000,1.0,9232,1
Customer,10007,9233,250,1.0,9233,1
Customer,10007,9234,250,0.0,9234,1
Customer,10009,9235,500,0.1,9235,5
Customer,10009,9236,1000,0.1,9236,5
Customer,10009,9237,250,0.5,9237,5
Customer,10009,9238,0,0.1,9238,5
Customer,10009,9239,750,1.5,9239,5
Customer,10009,9240,250,0.2,9240,5
Customer,10009,9241,500,0.2,9241,5
Customer,10009,9242,500,0.1,9242,5
Customer,10009,9243,250,1.0,9243,5
Customer,10009,9244,250,1.0,9244,5
Customer,10010,9245,500,0.1,9245,4
Customer,10010,9246,500,0.1,9246,3
Customer,10010,9247,750,1.5,9247,3
Customer,10010,9248,750,1.5,9248,3
Customer,10010,9249,250,0.2,9249,3
Customer,10010,9250,500,1.5,9250,3
Customer,10010,9251,250,0.1,9251,3
Customer,10010,9252,1500,0.1,9252,3
Customer,10010,9253,0,1.0,9253,3
Customer,10010,9254,0,1.0,9254,3
Customer,10011,9255,2000,0.2,9255,6
Customer,10011,9256,250,0.0,9256,6
Customer,10011,9257,500,0.0,9257,6
Customer,10011,9258,250,1.0,9258,6
Customer,10011,9259,1000,1.0,9259,5
Customer,10011,9260,500,1.0,9260,5
Customer,10011,9261,500,0.2,9261,5
Customer,10011,9262,500,0.5,9262,5
Customer,10011,9263,1500,0.1,9263,5
Customer,10011,9264,2000,0.1,9264,5
Customer,10012,9265,1000,0.5,9265,2
Customer,10012,9266,750,1.0,9266,2
Customer,10012,9267,750,0.2,9267,2
Customer,10012,9268,250,0.1,9268,1
Customer,10012,9269,1500,1.0,9269,1
Customer,10012,9270,250,0.5,9270,1
Customer,10012,9271,1000,0.1,9271,1
Customer,10012,9272,1000,0.5,9272,1
Customer,10012,9273,1500,0.1,9273,1
Customer,10012,9274,1000,0.0,9274,1
Customer,10013,9275,500,0.1,9275,5
Customer,10013,9276,1500,1.5,9276,4
Customer,10013,9277,2000,0.5,9277,4
Customer,10013,9278,1000,1.0,9278,4
Customer,10013,9279,250,0.0,9279,4
Customer,10013,9280,750,0.2,9280,4
Customer,10013,9281,0,0.5,9281,4
Customer,10013,9282,250,1.5,9282,4
Customer,10013,9283,500,0.2,9283,4
Customer,10013,9284,250,0.5,9284,4
Customer,10014,9285,250,0.0,9285,1
Customer,10014,9286,250,0.5,9286,1
Customer,10014,9287,1500,2.0,9287,1
Customer,10014,9288,500,0.0,9288,1
Customer,10014,9289,0,0.2,9289,1
Customer,10014,9290,2000,0.1,9290,1
Customer,10014,9291,1000,1.0,9291,1
Customer,10014,9292,500,1.0,9292,1
Customer,10016,9293,750,2.0,9293,4
Customer,10016,9294,250,0.0,9294,4
Customer,10016,9295,500,1.5,9295,3
Customer,10016,9296,1000,1.0,9296,3
Customer,10016,9297,1500,0.2,9297,3
Customer,10016,9298,250,0.2,9298,3
Customer,10016,9299,1000,0.2,9299,3
Customer,10016,9300,1500,0.2,9300,3
Customer,10016,9301,500,0.1,9301,3
Customer,10016,9302,1500,0.1,9302,3
Customer,10017,9303,250,1.5,9303,2
Customer,10017,9304,250,0.1,9304,2
Customer,10017,9305,250,0.2,9305,2
Customer,10017,9306,1000,0.0,9306,2
Customer,10017,9307,250,0.5,9307,2
Customer,10017,9308,1000,0.1,9308,1
Customer,10017,9309,250,1.5,9309,1
Customer,10017,9310,250,1.0,9310,1
Customer,10017,9311,250,1.5,9311,1
Customer,10017,9312,500,0.0,9312,1
Customer,10018,9313,500,1.5,9313,1
Customer,10018,9314,1000,0.2,9314,1
Customer,10018,9315,0,0.5,9315,1
Customer,10018,9316,500,0.1,9316,1
Customer,10018,9317,500,0.5,9317,1
Customer,10018,9318,1500,0.1,9318,1
Customer,10019,9319,250,1.5,9319,7
Customer,10019,9320,0,2.0,9320,7
Customer,10019,9321,250,1.5,9321,7
Customer,10019,9322,1000,0.2,9322,7
Customer,10019,9323,750,1.0,9323,7
Customer,10019,9324,1000,1.0,9324,7
Customer,10019,9325,500,1.5,9325,7
Customer,10019,9326,750,0.0,9326,6
Customer,10019,9327,0,0.2,9327,6
Customer,10019,9328,500,1.0,9328,6
Customer,10021,9329,500,1.0,9329,5
Customer,10021,9330,1000,1.0,9330,5
Customer,10021,9331,750,1.0,9331,5
Customer,10021,9332,1500,1.0,9332,5
Customer,10021,9333,0,0.0,9333,5
Customer,10021,9334,250,1.5,9334,5
Customer,10021,9335,1000,2.0,9335,5
Customer,10021,9336,250,0.2,9336,5
Customer,10021,9337,750,0.2,9337,4
Customer,10021,9338,250,0.5,9338,4
Customer,10022,9339,750,2.0,9339,3
Customer,10022,9340,250,0.0,9340,3
Customer,10022,9341,0,0.5,9341,3
Customer,10022,9342,250,1.0,9342,3
Customer,10022,9343,1000,1.0,9343,3
Customer,10022,9344,500,2.0,9344,3
Customer,10022,9345,1500,0.1,9345,3
Customer,10022,9346,250,0.2,9346,3
Customer,10022,9347,250,0.1,9347,3
Customer,10022,9348,250,0.5,9348,2
Customer,10023,9349,250,0.2,9349,2
Customer,10023,9350,750,0.1,9350,2
Customer,10023,9351,1000,0.2,9351,2
Customer,10023,9352,250,0.1,9352,2
Customer,10023,9353,500,0.2,9353,2
Customer,10023,9354,1000,0.2,9354,2
Customer,10023,9355,250,0.2,9355,2
Customer,10023,9356,250,0.1,9356,2
Customer,10023,9357,250,0.2,9357,2
Customer,10023,9358,250,0.2,9358,2
Customer,10024,9359,750,1.0,9359,4
Customer,10024,9360,500,2.0,9360,4
Customer,10024,9361,0,0.0,9361,4
Customer,10024,9362,0,0.0,9362,4
Customer,10024,9363,250,0.5,9363,4
Customer,10024,9364,750,0.0,9364,4
Customer,10024,9365,250,0.5,9365,3
Customer,10024,9366,1000,0.2,9366,3
Customer,10024,9367,500,1.0,9367,3
Customer,10024,9368,1000,0.2,9368,3
Customer,10025,9369,500,0.2,9369,8
Customer,10025,9370,500,0.0,9370,8
Customer,10025,9371,1000,0.1,9371,8
Customer,10025,9372,500,0.2,9372,8
Customer,10025,9373,1000,0.2,9373,8
Customer,10025,9374,2000,0.1,9374,8
Customer,10025,9375,1000,0.0,9375,8
Customer,10025,9376,500,0.1,9376,8
Customer,10025,9377,1000,0.5,9377,8
Customer,10025,9378,500,0.5,9378,8
Customer,10026,9379,500,0.2,9379,1
Customer,10026,9380,0,0.5,9380,1
Customer,10026,9381,750,0.2,9381,1
Customer,10026,9382,500,0.5,9382,1
Customer,10026,9383,750,0.1,9383,1
Customer,10026,9384,2000,0.2,9384,1
Customer,10026,9385,750,0.5,9385,1
Customer,10026,9386,250,0.2,9386,1
Customer,10026,9387,750,0.5,9387,1
Customer,10026,9388,500,0.1,9388,1
Customer,10027,9389,250,0.0,9389,5
Customer,10027,9390,500,0.5,9390,5
Customer,10027,9391,250,0.2,9391,5
Customer,10027,9392,1000,0.5,9392,4
Customer,10027,9393,250,0.2,9393,4
Customer,10027,9394,1500,0.1,9394,4
Customer,10027,9395,0,0.1,9395,4
Customer,10027,9396,500,0.5,9396,4
Customer,10027,9397,500,2.0,9397,4
Customer,10027,9398,750,0.5,9398,4
Customer,10028,9399,0,1.0,9399,3
Customer,10028,9400,500,0.1,9400,2
Customer,10028,9401,500,0.5,9401,2
Customer,10028,9402,250,1.0,9402,2
Customer,10028,9403,1000,0.2,9403,2
Customer,10028,9404,500,1.0,9404,2
Customer,10028,9405,500,0.2,9405,2
Customer,10028,9406,1000,0.5,9406,2
Customer,10028,9407,500,1.0,9407,2
Customer,10028,9408,250,1.0,9408,2
Customer,10029,9409,750,0.1,9409,1
Customer,10029,9410,750,0.1,9410,1
Customer,10029,9411,500,0.1,9411,1
Customer,10029,9412,500,0.1,9412,1
Customer,10029,9413,750,1.5,9413,1
Customer,10029,9414,750,0.5,9414,1
Customer,10029,9415,250,0.5,9415,1
Customer,10029,9416,1000,0.0,9416,1
Customer,10029,9417,0,0.2,9417,1
Customer,10029,9418,500,0.2,9418,1
Customer,10030,9419,0,0.1,9419,1
Customer,10031,9420,0,1.5,9420,2
Customer,10031,9421,250,0.1,9421,2
Customer,10031,9422,500,0.2,9422,2
Customer,10031,9423,250,0.2,9423,2
Customer,10031,9424,250,0.2,9424,1
Customer,10031,9425,1000,0.0,9425,1
Customer,10031,9426,750,0.5,9426,1
Customer,10031,9427,0,0.5,9427,1
Customer,10031,9428,500,0.5,9428,1
Customer,10031,9429,750,0.2,9429,1
Customer,10032,9430,250,0.5,9430,1
Customer,10032,9431,0,0.5,9431,1
Customer,10032,9432,500,0.2,9432,1
Customer,10032,9433,1000,1.5,9433,1
Customer,10032,9434,250,1.0,9434,1
Customer,10032,9435,750,0.2,9435,1
Customer,10032,9436,750,0.5,9436,1
Customer,10032,9437,250,0.2,9437,1
Customer,10033,9438,500,0.1,9438,1
Customer,10033,9439,0,0.2,9439,1
Customer,10033,9440,500,0.2,9440,1
Customer,10033,9441,250,0.1,9441,1
Customer,10033,9442,750,0.2,9442,1
Customer,10033,9443,500,1.0,9443,1
Customer,10033,9444,250,1.0,9444,1
Customer,10033,9445,250,0.5,9445,1
Customer,10033,9446,750,0.0,9446,1
Customer,10033,9447,250,1.0,9447,1
Customer,10034,9448,250,0.5,9448,1
Customer,10035,9449,0,2.0,9449,1
Customer,10035,9450,500,0.1,9450,1
Customer,10035,9451,250,1.5,9451,1
Customer,10035,9452,750,0.5,9452,1
Customer,10036,9453,0,0.1,9453,7
Customer,10036,9454,500,1.5,9454,6
Customer,10036,9455,500,0.1,9455,6
Customer,10036,9456,500,2.0,9456,6
Customer,10036,9457,1000,0.1,9457,6
Customer,10036,9458,1500,0.0,9458,6
Customer,10036,9459,2000,0.2,9459,6
Customer,10036,9460,1000,0.5,9460,6
Customer,10036,9461,750,1.5,9461,6
Customer,10036,9462,750,1.0,9462,6
Customer,10037,9463,0,0.5,9463,1
Customer,10037,9464,0,0.0,9464,1
Customer,10037,9465,0,1.0,9465,1
Customer,10038,9466,250,1.0,9466,2
Customer,10038,9467,250,1.5,9467,2
Customer,10038,9468,750,0.1,9468,2
Customer,10038,9469,750,0.0,9469,2
Customer,10038,9470,1500,0.0,9470,2
Customer,10038,9471,0,0.5,9471,2
Customer,10038,9472,250,1.0,9472,2
Customer,10038,9473,500,0.5,9473,1
Customer,10038,9474,2000,0.2,9474,1
Customer,10038,9475,250,0.5,9475,1
Customer,10039,9476,0,0.0,9476,1
Customer,10039,9477,1000,2.0,9477,1
Customer,10039,9478,1000,0.1,9478,1
Customer,10039,9479,1000,0.5,9479,1
Customer,10039,9480,0,1.0,9480,1
Customer,10039,9481,250,0.5,9481,1
Customer,10039,9482,2000,1.5,9482,1
Customer,10039,9483,250,0.2,9483,1
Customer,10039,9484,500,0.2,9484,1
Customer,10039,9485,1500,0.5,9485,1
Customer,10040,9486,2000,1.0,9486,2
Customer,10040,9487,1000,0.5,9487,2
Customer,10040,9488,250,1.5,9488,2
Customer,10040,9489,0,1.0,9489,2
Customer,10040,9490,1000,1.0,9490,1
Customer,10040,9491,1000,0.2,9491,1
Customer,10040,9492,250,0.2,9492,1
Customer,10040,9493,250,0.5,9493,1
Customer,10040,9494,500,0.1,9494,1
Customer,10040,9495,750,0.1,9495,1
Customer,10044,9496,250,0.1,9496,2
Customer,10044,9497,1000,1.5,9497,2
Customer,10044,9498,250,0.1,9498,1
Customer,10044,9499,500,0.1,9499,1
Customer,10044,9500,1000,0.5,9500,1
Customer,10044,9501,250,0.2,9501,1
Customer,10044,9502,1000,1.0,9502,1
Customer,10044,9503,500,0.0,9503,1
Customer,10044,9504,500,0.5,9504,1
Customer,10044,9505,1500,0.1,9505,1
Customer,10050,9506,250,0.1,9506,1
Customer,10050,9507,250,0.2,9507,1
Customer,10065,9508,0,2.0,9508,1
Customer,10065,9509,0,1.5,9509,1
Customer,10065,9510,1000,0.5,9510,1
Customer,10065,9511,500,0.1,9511,1
Customer,10065,9512,250,0.1,9512,1
Customer,10070,9513,1000,1.5,9513,1
Customer,10070,9514,1500,0.1,9514,1
Customer,10075,9515,250,1.0,9515,3
Customer,10075,9516,1500,0.2,9516,3
Customer,10075,9517,0,1.5,9517,3
Customer,10075,9518,500,0.0,9518,3
Customer,10075,9519,750,0.5,9519,3
Customer,10075,9520,750,0.1,9520,2
Customer,10075,9521,0,0.2,9521,2
Customer,10075,9522,750,1.0,9522,2
Customer,10075,9523,750,1.0,9523,2
Customer,10075,9524,250,0.2,9524,2
Customer,1009,9525,500,0.2,9525,1
Customer,10093,9526,500,0.1,9526,1
Customer,10093,9527,250,1.0,9527,1
Customer,10123,9528,250,1.5,9528,1
Customer,10123,9529,1000,0.5,9529,1
Customer,10127,9530,0,0.5,9530,1
Customer,10127,9531,1000,0.1,9531,1
Customer,10128,9532,1000,0.2,9532,4
Customer,10128,9533,2000,0.2,9533,4
Customer,10128,9534,750,0.2,9534,3
Customer,10128,9535,0,1.0,9535,3
